id,nome,sobrenome,email,dataAdmissao,cargo
80829,Apollo Dias,Aragão,apolloaragao@nomeEmpresa.com,2009-02-16,Vendedor Externo
80830,Felipe Caldeira,Mendes,felipemendes@nomeEmpresa.com,2019-04-19,Vendedor Interno
80831,Stephany Cavalcanti,Rezende,cavalcantirezende@nomeEmpresa.com,2023-03-12,Promotor de Vendas
80832,Renan Cavalcanti,Borges,cavalcantiborges@nomeEmpresa.com,2006-12-06,Telemarketing
80833,Luigi Almeida,Gonçalves,almeidagoncalves@nomeEmpresa.com,2016-03-13,Vendedor Externo
80834,Thales Mendes,Ribeiro,mendesribeiro@nomeEmpresa.com,2014-12-22,Vendedor Externo
80835,Luiza Pastor,Farias,luizafarias@nomeEmpresa.com,2007-06-01,Vendedor Interno
80836,Davi Lucca,Pereira,davipereira@nomeEmpresa.com,2023-10-25,Promotor de Vendas
80837,Vicente Santos,Santos,santossantos@nomeEmpresa.com,2021-12-13,Vendedor Interno
80838,Bianca Cardoso,Barbosa,cardosobarbosa@nomeEmpresa.com,2009-09-19,Vendedor Interno
80839,Antonella Pastor,Teixeira,pastorteixeira@nomeEmpresa.com,2021-09-19,Vendedor Interno
80840,Cecilia Albuquerque,Nunes,albuquerquenunes@nomeEmpresa.com,2018-06-27,Vendedor Interno
80841,da Cruz,Fernandes,dafernandes@nomeEmpresa.com,2010-05-04,Vendedor Interno
80842,Eloá Cunha,Barbosa,cunhabarbosa@nomeEmpresa.com,2004-10-21,Vendedor Interno
80843,Juan Gonçalves,Farias,goncalvesfarias@nomeEmpresa.com,2022-07-22,Vendedor Externo
80844,Liz da,Fernandes,lizfernandes@nomeEmpresa.com,2012-09-13,Vendedor Interno
80845,Rafaela Marques,Conceição,marquesconceicao@nomeEmpresa.com,2020-04-05,Telemarketing
80846,Júlia Rocha,Guerra,rochaguerra@nomeEmpresa.com,2011-08-15,Vendedor Interno
80847,Laura Pastor,Almeida,pastoralmeida@nomeEmpresa.com,2024-02-04,Vendedor Interno
80848,Lívia Fonseca,Mata,fonsecamata@nomeEmpresa.com,2010-01-11,Vendedor Interno
80849,André Vasconcelos,Rocha,vasconcelosrocha@nomeEmpresa.com,2014-07-28,Telemarketing
80850,André Aparecida,Araújo,aparecidaaraujo@nomeEmpresa.com,2021-10-30,Vendedor Externo
80851,Maitê Ramos,Novais,ramosnovais@nomeEmpresa.com,2024-02-15,Vendedor Interno
80852,Ana Luiza,Martins,anamartins@nomeEmpresa.com,2017-07-28,Telemarketing
80853,Guilherme Vieira,Barros,vieirabarros@nomeEmpresa.com,2022-12-12,Promotor de Vendas
80854,Ester Mendonça,Cavalcante,mendoncacavalcante@nomeEmpresa.com,2010-07-19,Promotor de Vendas
80855,Bárbara Porto,Gonçalves,barbaragoncalves@nomeEmpresa.com,2022-10-17,Telemarketing
80856,da Conceição,Rocha,darocha@nomeEmpresa.com,2005-01-22,Vendedor Externo
80857,Isis Freitas,Cardoso,isiscardoso@nomeEmpresa.com,2024-01-09,Vendedor Interno
80858,Luana Lima,Pimenta,limapimenta@nomeEmpresa.com,2018-09-23,Vendedor Interno
80859,Marina Fernandes,Garcia,fernandesgarcia@nomeEmpresa.com,2011-06-13,Vendedor Interno
80860,José Fonseca,Teixeira,fonsecateixeira@nomeEmpresa.com,2010-01-16,Telemarketing
80861,Olívia Barros,Campos,oliviacampos@nomeEmpresa.com,2011-02-10,Vendedor Interno
80862,Luana Moura,Aparecida,mouraaparecida@nomeEmpresa.com,2010-06-21,Promotor de Vendas
80863,Vitória Pinto,Jesus,pintojesus@nomeEmpresa.com,2020-01-10,Telemarketing
80864,Rafael Machado,Rocha,machadorocha@nomeEmpresa.com,2012-07-09,Vendedor Externo
80865,Bella Castro,Borges,castroborges@nomeEmpresa.com,2020-11-24,Vendedor Externo
80866,Isis Caldeira,Nunes,caldeiranunes@nomeEmpresa.com,2019-08-13,Telemarketing
80867,Ana Clara,Moreira,anamoreira@nomeEmpresa.com,2019-05-11,Vendedor Externo
80868,Gael Machado,Pastor,gaelpastor@nomeEmpresa.com,2006-06-10,Vendedor Interno
80869,Natália Rodrigues,Cavalcanti,rodriguescavalcanti@nomeEmpresa.com,2022-04-10,Vendedor Externo
80870,Nathan Vargas,Cavalcante,vargascavalcante@nomeEmpresa.com,2013-04-08,Vendedor Externo
80871,Luiz Otávio,Montenegro,luizmontenegro@nomeEmpresa.com,2023-03-06,Consultor de Vendas
80872,Gabriel Machado,Oliveira,gabrieloliveira@nomeEmpresa.com,2022-04-12,Vendedor Interno
80873,Joaquim Fogaça,Sampaio,fogacasampaio@nomeEmpresa.com,2014-05-24,Vendedor Externo
80874,Alana Farias,Silva,alanasilva@nomeEmpresa.com,2020-01-25,Vendedor Interno
80875,Maria Siqueira,Duarte,siqueiraduarte@nomeEmpresa.com,2016-10-09,Promotor de Vendas
80876,Brenda Souza,Lopes,souzalopes@nomeEmpresa.com,2006-10-12,Telemarketing
80877,Lavínia Carvalho,Araújo,carvalhoaraujo@nomeEmpresa.com,2023-09-20,Vendedor Interno
80878,Vinícius Moraes,Monteiro,moraesmonteiro@nomeEmpresa.com,2005-06-20,Vendedor Externo
80879,Enrico Rezende,Leão,rezendeleao@nomeEmpresa.com,2006-04-14,Telemarketing
80880,Rafael Moraes,Brito,moraesbrito@nomeEmpresa.com,2010-02-18,Vendedor Interno
80881,Vitor Gabriel,Costa,vitorcosta@nomeEmpresa.com,2024-10-06,Telemarketing
80882,Juliana Lima,Azevedo,julianaazevedo@nomeEmpresa.com,2011-04-01,Vendedor Interno
80883,Mirella Machado,Fernandes,machadofernandes@nomeEmpresa.com,2012-07-11,Promotor de Vendas
80884,Clara Santos,Fernandes,clarafernandes@nomeEmpresa.com,2018-06-23,Promotor de Vendas
80885,Liz Monteiro,Gomes,monteirogomes@nomeEmpresa.com,2004-08-30,Telemarketing
80886,Lorena Rodrigues,Rezende,rodriguesrezende@nomeEmpresa.com,2011-05-08,Vendedor Interno
80887,Luiza Pastor,Conceição,luizaconceicao@nomeEmpresa.com,2005-12-02,Telemarketing
80888,Pietro Fonseca,Caldeira,fonsecacaldeira@nomeEmpresa.com,2009-06-22,Vendedor Interno
80889,Lucca Ferreira,Fogaça,ferreirafogaca@nomeEmpresa.com,2006-02-18,Telemarketing
80890,Thiago Rios,Araújo,riosaraujo@nomeEmpresa.com,2005-01-23,Vendedor Interno
80891,Lara Garcia,Castro,garciacastro@nomeEmpresa.com,2017-01-03,Telemarketing
80892,João Felipe,Rocha,joaorocha@nomeEmpresa.com,2011-02-22,Vendedor Interno
80893,Asafe Novaes,Ferreira,novaesferreira@nomeEmpresa.com,2023-10-09,Vendedor Interno
80894,Lorenzo Barbosa,Garcia,lorenzogarcia@nomeEmpresa.com,2005-02-02,Telemarketing
80895,Calebe Rios,Souza,riossouza@nomeEmpresa.com,2015-04-18,Vendedor Interno
80896,José Barbosa,Silveira,barbosasilveira@nomeEmpresa.com,2011-05-03,Telemarketing
80897,Eloá Silva,Pires,silvapires@nomeEmpresa.com,2022-05-11,Telemarketing
80898,Enzo Machado,Sá,machadosa@nomeEmpresa.com,2022-10-27,Vendedor Externo
80899,da Costa,Ferreira,daferreira@nomeEmpresa.com,2006-04-11,Vendedor Externo
80900,Pedro Mendes,Pinto,mendespinto@nomeEmpresa.com,2017-05-15,Vendedor Interno
80901,Carolina Castro,Cassiano,carolinacassiano@nomeEmpresa.com,2011-10-06,Telemarketing
80902,Matheus Melo,Fonseca,melofonseca@nomeEmpresa.com,2011-01-17,Vendedor Interno
80903,Eloah Rodrigues,Costa,rodriguescosta@nomeEmpresa.com,2013-01-29,Vendedor Externo
80904,Laura Vieira,Farias,laurafarias@nomeEmpresa.com,2004-03-15,Vendedor Externo
80905,Antony Rezende,Macedo,rezendemacedo@nomeEmpresa.com,2012-08-24,Vendedor Interno
80906,Emilly Pires,Nogueira,emillynogueira@nomeEmpresa.com,2005-04-27,Promotor de Vendas
80907,Matteo Araújo,Sampaio,araujosampaio@nomeEmpresa.com,2024-01-09,Vendedor Interno
80908,Felipe Almeida,Azevedo,felipeazevedo@nomeEmpresa.com,2009-08-18,Telemarketing
80909,Gabriel Camargo,Paz,gabrielpaz@nomeEmpresa.com,2015-10-08,Vendedor Externo
80910,Theodoro Moraes,Azevedo,moraesazevedo@nomeEmpresa.com,2010-09-11,Vendedor Externo
80911,Amanda Rios,Vieira,riosvieira@nomeEmpresa.com,2014-04-04,Vendedor Interno
80912,Pedro Moreira,Cirino,moreiracirino@nomeEmpresa.com,2018-03-25,Telemarketing
80913,Gabriela Rezende,Nascimento,rezendenascimento@nomeEmpresa.com,2007-01-13,Vendedor Externo
80914,Lucas Cardoso,Castro,lucascastro@nomeEmpresa.com,2007-11-20,Telemarketing
80915,Otávio Fogaça,Lima,fogacalima@nomeEmpresa.com,2004-06-29,Vendedor Interno
80916,Diogo Vargas,Azevedo,vargasazevedo@nomeEmpresa.com,2024-08-04,Vendedor Externo
80917,Maysa Souza,Sá,souzasa@nomeEmpresa.com,2023-11-06,Vendedor Interno
80918,Giovanna Machado,Siqueira,machadosiqueira@nomeEmpresa.com,2024-03-07,Vendedor Interno
80919,Nicole Borges,Machado,borgesmachado@nomeEmpresa.com,2015-11-11,Vendedor Interno
80920,Luara Ferreira,Ferreira,luaraferreira@nomeEmpresa.com,2020-12-11,Telemarketing
80921,Gael Melo,Camargo,gaelcamargo@nomeEmpresa.com,2015-07-18,Consultor de Vendas
80922,da Cruz,Câmara,dacamara@nomeEmpresa.com,2015-09-10,Telemarketing
80923,da Mota,Sales,dasales@nomeEmpresa.com,2023-07-08,Vendedor Interno
80924,Ayla Aragão,Cruz,aragaocruz@nomeEmpresa.com,2014-06-19,Promotor de Vendas
80925,Maria Alice,Gonçalves,mariagoncalves@nomeEmpresa.com,2020-04-18,Telemarketing
80926,Milena Viana,Melo,vianamelo@nomeEmpresa.com,2022-05-11,Telemarketing
80927,Casa Grande,Azevedo,casaazevedo@nomeEmpresa.com,2016-07-15,Vendedor Externo
80928,Elisa Sales,Lima,saleslima@nomeEmpresa.com,2023-06-15,Vendedor Interno
80929,Helena Lopes,Sales,helenasales@nomeEmpresa.com,2014-05-05,Promotor de Vendas
80930,Sophie Peixoto,Grande,peixotogrande@nomeEmpresa.com,2016-01-03,Vendedor Interno
80931,Lavínia Pimenta,Neves,pimentaneves@nomeEmpresa.com,2015-10-16,Telemarketing
80932,Joaquim Pimenta,Borges,pimentaborges@nomeEmpresa.com,2007-09-13,Promotor de Vendas
80933,Anthony Borges,Silveira,borgessilveira@nomeEmpresa.com,2009-12-31,Telemarketing
80934,Cauã Fernandes,Dias,fernandesdias@nomeEmpresa.com,2005-01-08,Vendedor Externo
80935,Dante Rezende,Pimenta,rezendepimenta@nomeEmpresa.com,2009-01-05,Vendedor Interno
80936,Vicente Barbosa,Santos,barbosasantos@nomeEmpresa.com,2014-11-08,Vendedor Interno
80937,Sofia Leão,Vieira,leaovieira@nomeEmpresa.com,2023-06-24,Vendedor Interno
80938,Antony Leão,Fogaça,leaofogaca@nomeEmpresa.com,2018-06-03,Vendedor Interno
80939,Paulo Machado,Santos,paulosantos@nomeEmpresa.com,2021-01-29,Vendedor Interno
80940,da Cunha,Pacheco,dapacheco@nomeEmpresa.com,2014-02-12,Vendedor Externo
80941,Julia Costela,Cassiano,juliacassiano@nomeEmpresa.com,2006-12-01,Vendedor Interno
80942,Isis Ramos,Câmara,isiscamara@nomeEmpresa.com,2013-01-11,Telemarketing
80943,Kaique Pinto,Fonseca,pintofonseca@nomeEmpresa.com,2019-02-28,Vendedor Interno
80944,da Rocha,Farias,dafarias@nomeEmpresa.com,2024-03-26,Telemarketing
80945,Diego Azevedo,Jesus,azevedojesus@nomeEmpresa.com,2015-03-23,Telemarketing
80946,Thomas Azevedo,Rocha,azevedorocha@nomeEmpresa.com,2015-05-30,Vendedor Interno
80947,Sabrina Camargo,Montenegro,camargomontenegro@nomeEmpresa.com,2024-09-17,Vendedor Interno
80948,Liz Rocha,Moraes,lizmoraes@nomeEmpresa.com,2007-09-10,Vendedor Externo
80949,Elisa Jesus,Macedo,jesusmacedo@nomeEmpresa.com,2010-07-14,Telemarketing
80950,Vitória Garcia,Mendonça,vitoriamendonca@nomeEmpresa.com,2016-05-25,Vendedor Externo
80951,Miguel Alves,Moraes,miguelmoraes@nomeEmpresa.com,2020-10-29,Vendedor Interno
80952,Samuel Jesus,Correia,jesuscorreia@nomeEmpresa.com,2024-04-10,Vendedor Externo
80953,Matheus Novaes,Aragão,novaesaragao@nomeEmpresa.com,2024-10-30,Vendedor Interno
80954,Henrique Pacheco,Montenegro,henriquemontenegro@nomeEmpresa.com,2004-12-17,Vendedor Interno
80955,Casa Grande,Abreu,casaabreu@nomeEmpresa.com,2017-08-16,Vendedor Interno
80956,Ana Carolina,Castro,anacastro@nomeEmpresa.com,2017-07-13,Vendedor Interno
80957,Mariah Moura,Viana,mouraviana@nomeEmpresa.com,2016-01-05,Vendedor Interno
80958,Pedro Souza,Pacheco,souzapacheco@nomeEmpresa.com,2011-08-27,Telemarketing
80959,Brayan Rios,Gomes,riosgomes@nomeEmpresa.com,2019-08-22,Promotor de Vendas
80960,Manuela Ribeiro,Cassiano,ribeirocassiano@nomeEmpresa.com,2004-12-12,Telemarketing
80961,Lunna Nunes,Farias,nunesfarias@nomeEmpresa.com,2009-11-22,Vendedor Externo
80962,Natália Rodrigues,Lima,natalialima@nomeEmpresa.com,2005-07-13,Telemarketing
80963,Gabrielly Cassiano,Rosa,gabriellyrosa@nomeEmpresa.com,2022-01-21,Vendedor Interno
80964,Heloisa Vargas,Rosa,vargasrosa@nomeEmpresa.com,2013-02-20,Vendedor Interno
80965,Maria Clara,Marques,mariamarques@nomeEmpresa.com,2015-05-13,Vendedor Externo
80966,Bianca Vieira,Leão,vieiraleao@nomeEmpresa.com,2006-09-11,Vendedor Externo
80967,Davi Lucas,Montenegro,davimontenegro@nomeEmpresa.com,2014-02-20,Vendedor Interno
80968,Diego Santos,Rodrigues,santosrodrigues@nomeEmpresa.com,2014-11-03,Vendedor Interno
80969,Rhavi Rios,Cirino,rioscirino@nomeEmpresa.com,2010-01-11,Vendedor Interno
80970,Caleb Pinto,Nogueira,pintonogueira@nomeEmpresa.com,2005-10-11,Vendedor Interno
80971,Augusto Ramos,Ferreira,ramosferreira@nomeEmpresa.com,2018-02-11,Vendedor Interno
80972,Henrique Martins,Luz,henriqueluz@nomeEmpresa.com,2009-11-02,Vendedor Interno
80973,Yuri Oliveira,Melo,oliveiramelo@nomeEmpresa.com,2007-03-08,Vendedor Externo
80974,Bruna Nunes,Almeida,nunesalmeida@nomeEmpresa.com,2008-06-27,Vendedor Interno
80975,Elisa Vasconcelos,Farias,vasconcelosfarias@nomeEmpresa.com,2015-06-28,Telemarketing
80976,Rafael Costela,Correia,costelacorreia@nomeEmpresa.com,2009-08-07,Vendedor Interno
80977,Letícia Sá,Sampaio,sasampaio@nomeEmpresa.com,2014-07-28,Vendedor Interno
80978,Thomas Cunha,Castro,cunhacastro@nomeEmpresa.com,2018-03-25,Vendedor Externo
80979,Sabrina Farias,Porto,fariasporto@nomeEmpresa.com,2023-04-03,Vendedor Interno
80980,Ester Carvalho,Monteiro,carvalhomonteiro@nomeEmpresa.com,2010-02-10,Vendedor Externo
80981,Julia Machado,Pimenta,machadopimenta@nomeEmpresa.com,2012-12-01,Vendedor Interno
80982,Marcelo Dias,Fonseca,diasfonseca@nomeEmpresa.com,2009-02-27,Vendedor Externo
80983,João Pimenta,Alves,pimentaalves@nomeEmpresa.com,2005-06-08,Telemarketing
80984,Stella Novaes,Neves,novaesneves@nomeEmpresa.com,2022-06-27,Telemarketing
80985,Théo Cirino,Marques,theomarques@nomeEmpresa.com,2005-07-27,Vendedor Interno
80986,Bella Gonçalves,Martins,bellamartins@nomeEmpresa.com,2006-02-21,Vendedor Interno
80987,da Mota,Cruz,dacruz@nomeEmpresa.com,2005-04-02,Vendedor Externo
80988,Helena Novaes,Gomes,helenagomes@nomeEmpresa.com,2005-07-30,Vendedor Externo
80989,Davi Miguel,Costa,davicosta@nomeEmpresa.com,2008-12-18,Vendedor Interno
80990,Henrique Fonseca,Conceição,henriqueconceicao@nomeEmpresa.com,2010-10-20,Vendedor Externo
80991,Enrico Ferreira,Freitas,ferreirafreitas@nomeEmpresa.com,2013-04-15,Vendedor Interno
80992,Cecília Siqueira,Campos,ceciliacampos@nomeEmpresa.com,2014-06-22,Vendedor Interno
80993,Dom Moreira,Siqueira,moreirasiqueira@nomeEmpresa.com,2015-04-21,Vendedor Interno
80994,Enrico Siqueira,Guerra,siqueiraguerra@nomeEmpresa.com,2022-07-11,Telemarketing
80995,Gabriel Barbosa,Abreu,gabrielabreu@nomeEmpresa.com,2011-12-15,Vendedor Externo
80996,Henry Fonseca,Moraes,henrymoraes@nomeEmpresa.com,2004-08-19,Promotor de Vendas
80997,Eloah Aparecida,Aparecida,aparecidaaparecida@nomeEmpresa.com,2005-12-31,Vendedor Interno
80998,Rafaela da,Brito,rafaelabrito@nomeEmpresa.com,2011-01-06,Vendedor Interno
80999,Fernanda Pereira,Caldeira,pereiracaldeira@nomeEmpresa.com,2004-08-31,Telemarketing
